resource_id,network,station,channel,location,phase_time,oneset,polarity,evaluation_mode,evaluation_status,phase_type,azimuth,distance,takeoff_angle,time_residual,time_weight,time_correction
quakeml:nc.anss.org/Arrival/NC/109312474,NC,LAMB,EHZ,,2019-06-23T03:53:33.540,impulsive,positive,manual,reviewed,P,42.9,1.842,45.0,0.23,0.0,0.32
quakeml:nc.anss.org/Arrival/NC/109312479,NC,G005,HNZ,01,2019-06-23T03:53:32.640,emergent,positive,manual,reviewed,P,155.4,1.843,45.0,-0.36,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312484,BG,AL6,DPZ,,2019-06-23T03:53:32.380,emergent,undecidable,manual,reviewed,P,142.6,1.845,45.0,-0.65,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312489,BG,CLV,DPZ,,2019-06-23T03:53:32.490,emergent,undecidable,manual,reviewed,P,140.5,1.848,45.0,-0.59,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312494,BG,SQK,DPZ,,2019-06-23T03:53:32.860,emergent,negative,manual,reviewed,P,141.1,1.851,45.0,-0.25,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312499,BG,US3,DPZ,,2019-06-23T03:53:32.540,emergent,undecidable,manual,reviewed,P,142.0,1.851,45.0,-0.58,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312504,BG,HVC,DPZ,,2019-06-23T03:53:32.640,emergent,negative,manual,reviewed,P,140.1,1.852,45.0,-0.49,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312509,BG,SB4,DPZ,,2019-06-23T03:53:32.690,emergent,undecidable,manual,reviewed,P,141.8,1.853,45.0,-0.45,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312514,BG,US1,DPZ,,2019-06-23T03:53:32.690,emergent,positive,manual,reviewed,P,142.2,1.863,45.0,-0.59,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312519,BG,NEG,DPZ,,2019-06-23T03:53:33.630,emergent,undecidable,manual,reviewed,P,140.2,1.865,45.0,0.32,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312524,NC,GDXB,HHZ,,2019-06-23T03:53:33.040,emergent,negative,manual,reviewed,P,141.1,1.87,45.0,-0.2,0.0,-0.14
quakeml:nc.anss.org/Arrival/NC/109312529,BG,STY,DPZ,,2019-06-23T03:53:33.650,emergent,undecidable,manual,reviewed,P,140.8,1.873,45.0,0.23,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312534,NC,GHC,EHZ,,2019-06-23T03:53:32.420,impulsive,negative,manual,reviewed,P,152.6,1.871,45.0,-0.51,0.0,-0.47
quakeml:nc.anss.org/Arrival/NC/109312539,NC,LDL,HHZ,01,2019-06-23T03:53:34.940,impulsive,positive,manual,reviewed,P,53.2,1.882,45.0,1.38,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312544,NC,GGPB,EHZ,,2019-06-23T03:53:32.970,impulsive,negative,manual,reviewed,P,142.9,1.881,45.0,-0.12,0.0,-0.45
quakeml:nc.anss.org/Arrival/NC/109312549,BG,DRK,DPE,,2019-06-23T03:53:33.220,emergent,undecidable,manual,reviewed,P,141.7,1.882,45.0,-0.33,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312554,BG,LCK,DPZ,,2019-06-23T03:53:33.560,emergent,undecidable,manual,reviewed,P,139.9,1.887,45.0,-0.06,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312559,BK,YBH,HHZ,00,2019-06-23T03:53:33.960,impulsive,positive,manual,reviewed,P,38.9,1.89,45.0,0.15,0.0,0.15
quakeml:nc.anss.org/Arrival/NC/109312564,BK,DANT,HHZ,00,2019-06-23T03:53:33.940,impulsive,positive,manual,reviewed,P,88.6,1.911,45.0,-0.03,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312569,BG,FNF,DPZ,,2019-06-23T03:53:34.200,emergent,undecidable,manual,reviewed,P,141.3,1.913,45.0,0.2,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312574,NC,LGY,HHZ,01,2019-06-23T03:53:35.240,impulsive,positive,manual,reviewed,P,55.4,1.923,45.0,1.11,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312579,BG,MNS,DPZ,,2019-06-23T03:53:34.410,emergent,undecidable,manual,reviewed,P,140.0,1.921,45.0,0.31,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312584,NC,LDB,EHZ,,2019-06-23T03:53:34.130,impulsive,positive,manual,reviewed,P,84.5,1.928,45.0,-0.07,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312589,NC,LMC,HHZ,,2019-06-23T03:53:35.310,impulsive,positive,manual,reviewed,P,58.1,1.933,45.0,0.1,0.0,0.94
quakeml:nc.anss.org/Arrival/NC/109312594,BG,ESM,CNZ,,2019-06-23T03:53:34.360,emergent,undecidable,manual,reviewed,P,140.0,1.94,45.0,-0.01,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312599,NC,KBO,HHZ,,2019-06-23T03:53:33.370,emergent,negative,manual,reviewed,P,1.6,1.938,45.0,-0.64,0.0,-0.33
quakeml:nc.anss.org/Arrival/NC/109312604,BG,SSB,DP1,,2019-06-23T03:53:34.310,emergent,undecidable,manual,reviewed,P,140.7,1.94,45.0,-0.06,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312609,BG,RTB,DP1,,2019-06-23T03:53:33.920,emergent,undecidable,manual,reviewed,P,139.7,1.945,45.0,-0.52,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312614,BG,DES,DPZ,,2019-06-23T03:53:34.020,emergent,undecidable,manual,reviewed,P,140.1,1.948,45.0,-0.46,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312619,BG,PSB,DP2,,2019-06-23T03:53:34.440,emergent,undecidable,manual,reviewed,P,140.3,1.965,45.0,-0.29,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312624,NC,OCR,EHZ,,2019-06-23T03:53:34.940,impulsive,positive,manual,reviewed,P,100.9,1.997,45.0,0.22,0.0,-0.46
quakeml:nc.anss.org/Arrival/NC/109312629,BK,MNRC,HHZ,00,2019-06-23T03:53:35.090,emergent,negative,manual,reviewed,P,133.7,2.0,45.0,-0.13,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312634,NC,LMP,EHZ,,2019-06-23T03:53:37.290,impulsive,positive,manual,reviewed,P,52.5,2.029,45.0,0.1,0.0,1.56
quakeml:nc.anss.org/Arrival/NC/109312639,NC,LBR,HHZ,01,2019-06-23T03:53:37.140,impulsive,positive,manual,reviewed,P,55.4,2.039,45.0,1.38,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312644,NC,LRR,EHZ,,2019-06-23T03:53:36.270,impulsive,positive,manual,reviewed,P,83.7,2.055,45.0,-0.16,0.0,0.44
quakeml:nc.anss.org/Arrival/NC/109312649,NC,LHE,EHZ,02,2019-06-23T03:53:37.610,impulsive,positive,manual,reviewed,P,48.4,2.071,45.0,0.08,0.0,1.32
quakeml:nc.anss.org/Arrival/NC/109312654,NC,LDH,HHZ,,2019-06-23T03:53:36.810,impulsive,positive,manual,reviewed,P,82.6,2.09,45.0,0.08,0.0,0.25
quakeml:nc.anss.org/Arrival/NC/109312659,NC,LME,EHZ,02,2019-06-23T03:53:36.810,emergent,positive,manual,reviewed,P,81.9,2.1,45.0,-0.37,0.0,0.55
quakeml:nc.anss.org/Arrival/NC/109312664,BK,MOGU,HHZ,00,2019-06-23T03:53:37.580,impulsive,positive,manual,reviewed,P,41.7,2.107,45.0,0.86,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312669,PB,B040,EHZ,,2019-06-23T03:53:37.510,impulsive,positive,manual,reviewed,P,41.7,2.107,45.0,0.12,0.0,0.54
quakeml:nc.anss.org/Arrival/NC/109312674,NC,NFV,EHZ,,2019-06-23T03:53:35.720,emergent,negative,manual,reviewed,P,148.5,2.106,45.0,-0.99,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312679,NC,LBF,EHZ,,2019-06-23T03:53:38.240,impulsive,negative,manual,reviewed,P,58.7,2.12,45.0,-0.21,0.0,1.55
quakeml:nc.anss.org/Arrival/NC/109312684,NC,LCM,EHZ,03,2019-06-23T03:53:37.430,impulsive,positive,manual,reviewed,P,92.5,2.131,45.0,0.06,0.0,0.31
quakeml:nc.anss.org/Arrival/NC/109312689,NC,OSU,EHZ,,2019-06-23T03:53:36.240,impulsive,positive,manual,reviewed,P,117.3,2.136,45.0,-0.31,0.0,-0.58
quakeml:nc.anss.org/Arrival/NC/109312694,NC,OGO,EHZ,,2019-06-23T03:53:36.560,emergent,negative,manual,reviewed,P,105.9,2.156,45.0,-0.13,0.0,-0.72
quakeml:nc.anss.org/Arrival/NC/109312699,NC,LRD,EHZ,,2019-06-23T03:53:38.240,emergent,positive,manual,reviewed,P,84.0,2.176,45.0,-0.14,0.0,0.69
quakeml:nc.anss.org/Arrival/NC/109312704,CE,69039,HNZ,10,2019-06-23T03:53:37.540,emergent,undecidable,manual,reviewed,P,153.4,2.186,45.0,-0.3,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312709,BK,HATC,HHZ,00,2019-06-23T03:53:39.490,impulsive,positive,manual,reviewed,P,75.0,2.23,45.0,0.14,0.0,0.98
quakeml:nc.anss.org/Arrival/NC/109312714,NC,NEA,EHZ,,2019-06-23T03:53:37.280,impulsive,negative,manual,reviewed,P,151.4,2.226,45.0,-1.11,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312719,UW,SOUA,ENZ,,2019-06-23T03:53:40.090,emergent,positive,manual,reviewed,P,31.8,2.26,45.0,1.22,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312724,BK,ORV,BHZ,00,2019-06-23T03:53:38.060,emergent,negative,manual,reviewed,P,107.6,2.27,45.0,-0.84,0.0,-0.12
quakeml:nc.anss.org/Arrival/NC/109312729,NC,OST,EHZ,,2019-06-23T03:53:37.840,emergent,positive,manual,reviewed,P,112.5,2.276,45.0,-0.39,0.0,-0.88
quakeml:nc.anss.org/Arrival/NC/109312734,CE,77352,EHZ,10,2019-06-23T03:53:38.140,emergent,undecidable,manual,reviewed,P,108.7,2.282,45.0,-1.05,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312739,WR,PAM,EHZ,,2019-06-23T03:53:38.230,emergent,negative,manual,reviewed,P,110.2,2.293,45.0,0.33,0.0,-1.44
quakeml:nc.anss.org/Arrival/NC/109312744,NC,LTI,EHZ,,2019-06-23T03:53:40.450,impulsive,negative,manual,reviewed,P,66.1,2.319,45.0,-0.41,0.0,1.15
quakeml:nc.anss.org/Arrival/NC/109312749,PB,B035,EHZ,,2019-06-23T03:53:39.980,impulsive,negative,manual,reviewed,P,16.8,2.332,45.0,0.0,0.0,0.09
quakeml:nc.anss.org/Arrival/NC/109312754,PB,B036,EHZ,,2019-06-23T03:53:40.030,impulsive,negative,manual,reviewed,P,16.9,2.335,45.0,-0.13,0.0,-0.47
quakeml:nc.anss.org/Arrival/NC/109312759,NC,NSM,EHZ,,2019-06-23T03:53:39.230,emergent,negative,manual,reviewed,P,144.8,2.341,45.0,-0.78,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312764,NC,NTR,EHZ,,2019-06-23T03:53:38.800,emergent,negative,manual,reviewed,P,149.8,2.341,45.0,-1.22,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312769,BK,OAKV,HHZ,00,2019-06-23T03:53:39.350,impulsive,negative,manual,reviewed,P,141.0,2.352,45.0,-0.82,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312774,NC,OHC,EHZ,,2019-06-23T03:53:40.010,emergent,undecidable,manual,reviewed,P,112.5,2.362,45.0,0.64,0.0,-0.94
quakeml:nc.anss.org/Arrival/NC/109312779,CE,68034,HNZ,10,2019-06-23T03:53:39.920,emergent,undecidable,manual,reviewed,P,136.7,2.36,45.0,-0.38,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312784,NC,NMB,EHZ,01,2019-06-23T03:53:40.490,impulsive,negative,manual,reviewed,P,128.8,2.374,45.0,0.0,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312789,NC,LMH,EHZ,,2019-06-23T03:53:41.630,emergent,negative,manual,reviewed,P,56.0,2.389,45.0,-0.29,0.0,1.23
quakeml:nc.anss.org/Arrival/NC/109312794,BK,SHEP,HHZ,00,2019-06-23T03:53:41.880,emergent,positive,manual,reviewed,P,50.1,2.396,45.0,1.1,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312799,BK,MCCM,HHZ,00,2019-06-23T03:53:39.380,emergent,negative,manual,reviewed,P,152.2,2.395,45.0,-1.77,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312804,BK,CVS,HHZ,00,2019-06-23T03:53:39.780,emergent,negative,manual,reviewed,P,142.9,2.398,45.0,-1.03,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312809,WR,KPK,EHZ,,2019-06-23T03:53:40.540,emergent,undecidable,manual,reviewed,P,105.8,2.404,45.0,-1.81,0.0,1.45
quakeml:nc.anss.org/Arrival/NC/109312814,CE,87053,HNZ,10,2019-06-23T03:53:41.940,emergent,undecidable,manual,reviewed,P,89.6,2.414,45.0,0.89,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312819,NC,NHV,EHZ,,2019-06-23T03:53:40.060,emergent,undecidable,manual,reviewed,P,149.2,2.44,45.0,-1.35,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312824,BK,QRDG,HHZ,00,2019-06-23T03:53:41.140,emergent,negative,manual,reviewed,P,136.4,2.449,45.0,-0.39,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312829,NC,NPRB,EHZ,,2019-06-23T03:53:40.890,emergent,negative,manual,reviewed,P,156.0,2.482,45.0,-0.8,0.0,-0.31
quakeml:nc.anss.org/Arrival/NC/109312834,BK,SFRE,HHZ,00,2019-06-23T03:53:41.270,emergent,negative,manual,reviewed,P,113.0,2.51,45.0,-1.12,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312839,NC,NOLB,EHZ,,2019-06-23T03:53:41.380,emergent,undecidable,manual,reviewed,P,151.9,2.516,45.0,-0.59,0.0,-0.51
quakeml:nc.anss.org/Arrival/NC/109312844,NC,NHC,EHZ,,2019-06-23T03:53:42.190,emergent,negative,manual,reviewed,P,143.2,2.548,45.0,-0.73,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312849,BK,RUSS,HHZ,00,2019-06-23T03:53:42.760,emergent,undecidable,manual,reviewed,P,131.8,2.556,45.0,-0.28,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312854,NC,NAD,EHZ,01,2019-06-23T03:53:43.360,emergent,negative,manual,reviewed,P,134.5,2.558,45.0,-0.53,0.0,0.82
quakeml:nc.anss.org/Arrival/NC/109312859,NP,1762,HNZ,10,2019-06-23T03:53:42.820,emergent,undecidable,manual,reviewed,P,147.7,2.557,45.0,-0.24,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312864,BK,PETB,EP1,40,2019-06-23T03:53:42.650,emergent,undecidable,manual,reviewed,P,146.5,2.566,45.0,-0.53,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312869,NC,NTO,EHZ,,2019-06-23T03:53:42.170,emergent,negative,manual,reviewed,P,145.5,2.567,45.0,-1.03,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312874,NC,NHF,EHZ,,2019-06-23T03:53:42.450,emergent,positive,manual,reviewed,P,147.7,2.615,45.0,-1.43,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312879,PB,B057,EHZ,,2019-06-23T03:53:42.240,emergent,undecidable,manual,reviewed,P,148.5,2.617,45.0,-1.67,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312884,WR,HUF,EHZ,,2019-06-23T03:53:45.480,impulsive,positive,manual,reviewed,P,93.9,2.627,45.0,1.43,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312889,NC,NCT,EHZ,,2019-06-23T03:53:42.350,emergent,undecidable,manual,reviewed,P,149.6,2.624,45.0,-1.64,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312894,NC,NMK,EHZ,01,2019-06-23T03:53:44.190,emergent,negative,manual,reviewed,P,138.5,2.63,45.0,0.1,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312899,CE,68586,HNZ,10,2019-06-23T03:53:43.630,emergent,undecidable,manual,reviewed,P,142.2,2.636,45.0,-0.53,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312904,BK,VALB,EP1,40,2019-06-23T03:53:44.460,emergent,undecidable,manual,reviewed,P,143.3,2.663,45.0,-0.09,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/109312909,NC,NCC,EHZ,,2019-06-23T03:53:43.330,emergent,negative,manual,reviewed,P,147.5,2.676,45.0,-1.4,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544846,BG,AL3,DPZ,,2019-06-23T03:53:30.890,,negative,automatic,preliminary,P,142.0,1.83,45.0,-1.9,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544851,BG,DES,DPZ,,2019-06-23T03:53:32.880,,undecidable,automatic,preliminary,P,140.0,1.953,45.0,-1.64,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544856,BG,FUM,DPZ,,2019-06-23T03:53:32.950,,undecidable,automatic,preliminary,P,141.0,1.89,45.0,-0.69,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544861,BG,NEG,DPZ,,2019-06-23T03:53:33.590,,undecidable,automatic,preliminary,P,140.0,1.87,45.0,0.24,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544866,BK,BDM,HHZ,00,2019-06-23T03:53:48.600,,negative,automatic,preliminary,P,140.0,2.997,45.0,-0.62,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544871,BK,BKS,HHZ,00,2019-06-23T03:53:46.730,,negative,automatic,preliminary,P,145.0,2.889,45.0,-0.96,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544876,BK,BL67,HHZ,00,2019-06-23T03:53:46.820,,undecidable,automatic,preliminary,P,145.0,2.887,45.0,-0.84,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544881,BK,BRIC,HHZ,00,2019-06-23T03:53:10.830,,negative,automatic,preliminary,P,118.0,0.3511,81.0,0.07,0.15,0.0
quakeml:nc.anss.org/Arrival/NC/33544886,BK,BUCR,HHZ,00,2019-06-23T03:54:06.040,,negative,automatic,preliminary,P,127.0,4.151,45.0,0.55,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544891,BK,CMB,HHZ,00,2019-06-23T03:54:00.510,,negative,automatic,preliminary,P,125.0,3.779,45.0,0.27,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544896,BK,CVS,HHZ,00,2019-06-23T03:53:39.810,,negative,automatic,preliminary,P,142.0,2.403,45.0,-1.05,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544901,BK,DANT,HHZ,00,2019-06-23T03:53:33.950,,positive,automatic,preliminary,P,88.0,1.909,45.0,0.04,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544906,BK,DCMP,HHZ,00,2019-06-23T03:53:21.920,,negative,automatic,preliminary,P,137.0,1.098,45.0,-0.56,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544911,BK,FARB,HHZ,00,2019-06-23T03:53:44.900,,negative,automatic,preliminary,P,158.0,2.771,45.0,-1.13,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544916,BK,HATC,HHZ,00,2019-06-23T03:53:39.600,,positive,automatic,preliminary,P,75.0,2.227,45.0,0.33,0.0,0.98
quakeml:nc.anss.org/Arrival/NC/33544921,BK,HOPS,HHZ,00,2019-06-23T03:53:28.930,,negative,automatic,preliminary,P,143.0,1.597,45.0,-0.27,0.0,-0.31
quakeml:nc.anss.org/Arrival/NC/33544926,BK,HULI,HHZ,00,2019-06-23T03:54:15.510,,negative,automatic,preliminary,P,149.0,4.89,45.0,-0.37,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544931,BK,JCC,HHZ,00,2019-06-23T03:53:14.690,,positive,automatic,preliminary,P,20.0,0.5734,64.0,0.0,0.13,-0.24
quakeml:nc.anss.org/Arrival/NC/33544936,BK,JRSC,HHZ,00,2019-06-23T03:53:51.750,,negative,automatic,preliminary,P,150.0,3.293,45.0,-1.63,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544941,BK,LEGD,HHZ,00,2019-06-23T03:54:09.910,,negative,automatic,preliminary,P,132.0,4.461,45.0,0.06,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544946,BK,MCCM,HHZ,00,2019-06-23T03:53:39.540,,negative,automatic,preliminary,P,152.0,2.401,45.0,-1.66,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544951,BK,MHC,HHZ,00,2019-06-23T03:53:57.000,,negative,automatic,preliminary,P,143.0,3.594,45.0,-0.63,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544956,BK,MNRC,HHZ,00,2019-06-23T03:53:35.100,,negative,automatic,preliminary,P,133.0,2.005,45.0,-0.15,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544961,BK,MOGU,HHZ,00,2019-06-23T03:53:37.610,,positive,automatic,preliminary,P,41.0,2.101,45.0,1.01,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544966,BK,MTOS,HHZ,00,2019-06-23T03:53:57.400,,negative,automatic,preliminary,P,139.0,3.613,45.0,-0.5,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544971,BK,OAKV,HHZ,00,2019-06-23T03:53:39.400,,negative,automatic,preliminary,P,141.0,2.357,45.0,-0.81,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544976,BK,ORV,HHZ,00,2019-06-23T03:53:37.990,,positive,automatic,preliminary,P,107.0,2.271,45.0,-0.89,0.0,-0.12
quakeml:nc.anss.org/Arrival/NC/33544981,BK,PACP,HHZ,00,2019-06-23T03:54:03.130,,negative,automatic,preliminary,P,143.0,4.03,45.0,-0.63,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544986,BK,PETL,HHZ,00,2019-06-23T03:53:05.010,,positive,automatic,preliminary,P,283.0,0.03459,155.0,-0.07,0.15,0.0
quakeml:nc.anss.org/Arrival/NC/33544991,BK,PETY,HHZ,00,2019-06-23T03:53:24.030,,positive,automatic,preliminary,P,94.0,1.161,45.0,0.66,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33544996,BK,QRDG,HHZ,00,2019-06-23T03:53:41.150,,negative,automatic,preliminary,P,136.0,2.453,45.0,-0.41,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545001,BK,RUSS,HHZ,00,2019-06-23T03:53:43.360,,negative,automatic,preliminary,P,131.0,2.56,45.0,0.29,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545006,BK,SAO,HHZ,00,2019-06-23T03:54:03.690,,negative,automatic,preliminary,P,146.0,4.163,45.0,-1.95,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545011,BK,SCOT,HHZ,00,2019-06-23T03:53:29.350,,positive,automatic,preliminary,P,44.0,1.56,45.0,0.36,0.0,0.01
quakeml:nc.anss.org/Arrival/NC/33545016,BK,SCZ,HHZ,00,2019-06-23T03:54:05.580,,negative,automatic,preliminary,P,147.0,4.323,45.0,-2.31,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545021,BK,SFRE,HHZ,00,2019-06-23T03:53:41.210,,positive,automatic,preliminary,P,113.0,2.511,45.0,-1.17,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545026,BK,SHEP,HHZ,00,2019-06-23T03:53:41.890,,positive,automatic,preliminary,P,50.0,2.389,45.0,1.23,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545031,BK,SIGP,HHZ,00,2019-06-23T03:53:29.210,,negative,automatic,preliminary,P,6.0,1.599,45.0,-0.33,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545036,BK,TRIN,HHZ,00,2019-06-23T03:53:27.080,,positive,automatic,preliminary,P,59.0,1.396,45.0,0.45,0.0,-0.05
quakeml:nc.anss.org/Arrival/NC/33545041,BK,TULE,HHZ,00,2019-06-23T03:53:46.280,,positive,automatic,preliminary,P,50.0,2.721,45.0,0.95,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545046,BK,VAK,HHZ,00,2019-06-23T03:53:46.610,,negative,automatic,preliminary,P,145.0,2.882,45.0,-0.99,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545051,BK,WEAV,HHZ,00,2019-06-23T03:53:22.640,,positive,automatic,preliminary,P,64.0,1.104,45.0,0.07,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545056,BK,WELL,HHZ,00,2019-06-23T03:53:53.530,,undecidable,automatic,preliminary,P,122.0,3.326,45.0,-0.33,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545061,BK,WINE,HHZ,00,2019-06-23T03:54:17.520,,negative,automatic,preliminary,P,134.0,4.986,45.0,0.26,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545066,BK,YBH,HHZ,00,2019-06-23T03:53:33.980,,positive,automatic,preliminary,P,39.0,1.883,45.0,0.3,0.0,0.15
quakeml:nc.anss.org/Arrival/NC/33545071,NC,AFD,HHZ,,2019-06-23T03:53:47.190,,negative,automatic,preliminary,P,116.0,2.897,45.0,-0.51,0.0,-0.11
quakeml:nc.anss.org/Arrival/NC/33545076,NC,BAV,EHZ,,2019-06-23T03:54:08.020,,undecidable,automatic,preliminary,P,143.0,4.444,45.0,-1.58,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545081,NC,BBGB,HHZ,,2019-06-23T03:54:09.240,,negative,automatic,preliminary,P,144.0,4.496,45.0,-1.09,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545086,NC,BCW,EHZ,,2019-06-23T03:54:08.280,,undecidable,automatic,preliminary,P,150.0,4.513,45.0,-2.28,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545091,NC,BHW,EHZ,01,2019-06-23T03:54:09.340,,negative,automatic,preliminary,P,148.0,4.517,45.0,-1.29,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545096,NC,BJC,EHZ,02,2019-06-23T03:54:06.400,,negative,automatic,preliminary,P,147.0,4.37,45.0,-2.16,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545101,NC,BJF,EHZ,01,2019-06-23T03:54:09.350,,negative,automatic,preliminary,P,149.0,4.587,45.0,-2.26,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545106,NC,BJOB,EHZ,,2019-06-23T03:54:09.400,,negative,automatic,preliminary,P,146.0,4.349,45.0,1.14,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545111,NC,BKC,EHZ,01,2019-06-23T03:54:06.020,,positive,automatic,preliminary,P,149.0,4.249,45.0,-0.83,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545116,NC,BMS,EHZ,,2019-06-23T03:54:10.300,,negative,automatic,preliminary,P,141.0,4.54,45.0,-0.66,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545121,NC,BPRB,EHZ,01,2019-06-23T03:54:06.040,,undecidable,automatic,preliminary,P,151.0,4.363,45.0,-2.41,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545126,NC,BPV,EHZ,01,2019-06-23T03:54:06.260,,negative,automatic,preliminary,P,145.0,4.293,45.0,-1.22,0.0,0.0
