resource_id,network,station,channel,location,phase_time,oneset,polarity,evaluation_mode,evaluation_status,phase_type,azimuth,distance,takeoff_angle,time_residual,time_weight,time_correction
quakeml:nc.anss.org/Arrival/NC/33545131,NC,BRV,EHZ,02,2019-06-23T03:54:11.030,,undecidable,automatic,preliminary,P,145.0,4.633,45.0,-1.24,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545136,NC,BSG,EHZ,01,2019-06-23T03:54:11.190,,positive,automatic,preliminary,P,147.0,4.542,45.0,0.21,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545141,NC,BSM,EHZ,02,2019-06-23T03:54:10.490,,negative,automatic,preliminary,P,149.0,4.498,45.0,0.14,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545146,NC,BSR,EHZ,,2019-06-23T03:54:07.090,,negative,automatic,preliminary,P,148.0,4.215,45.0,0.71,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545151,NC,BVLB,EHZ,01,2019-06-23T03:54:11.120,,negative,automatic,preliminary,P,145.0,4.437,45.0,1.61,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545156,NC,CADB,EHZ,,2019-06-23T03:53:59.840,,undecidable,automatic,preliminary,P,145.0,3.749,45.0,0.03,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545161,NC,CAL,EHZ,,2019-06-23T03:53:54.690,,negative,automatic,preliminary,P,144.0,3.434,45.0,-0.68,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545166,NC,CAO,EHZ,01,2019-06-23T03:53:57.360,,undecidable,automatic,preliminary,P,142.0,3.638,45.0,-0.89,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545171,NC,CCOB,EHZ,,2019-06-23T03:53:57.820,,negative,automatic,preliminary,P,144.0,3.649,45.0,-0.58,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545176,NC,CML,EHZ,01,2019-06-23T03:53:55.430,,negative,automatic,preliminary,P,142.0,3.478,45.0,-0.57,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545181,NC,CMLP,EHZ,,2019-06-23T03:53:54.550,,undecidable,automatic,preliminary,P,145.0,3.42,45.0,-0.63,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545186,NC,CPM,EHZ,,2019-06-23T03:53:44.910,,negative,automatic,preliminary,P,147.0,2.754,45.0,-0.89,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545191,NC,CSTC,EHZ,,2019-06-23T03:53:55.070,,negative,automatic,preliminary,P,139.0,3.425,45.0,-0.17,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545196,NC,CVL,EHZ,,2019-06-23T03:53:53.040,,negative,automatic,preliminary,P,143.0,3.275,45.0,-0.09,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545201,NC,GCK,EHZ,,2019-06-23T03:53:30.370,,positive,automatic,preliminary,P,116.0,1.61,45.0,-0.13,0.0,0.8
quakeml:nc.anss.org/Arrival/NC/33545206,NC,GDXB,HHZ,,2019-06-23T03:53:33.060,,negative,automatic,preliminary,P,141.0,1.875,45.0,-0.22,0.0,-0.14
quakeml:nc.anss.org/Arrival/NC/33545211,NC,GFC,EHZ,,2019-06-23T03:53:32.950,,positive,automatic,preliminary,P,120.0,1.818,45.0,-0.4,0.0,0.73
quakeml:nc.anss.org/Arrival/NC/33545216,NC,GGPB,EHZ,,2019-06-23T03:53:32.990,,negative,automatic,preliminary,P,142.0,1.886,45.0,-0.14,0.0,-0.45
quakeml:nc.anss.org/Arrival/NC/33545221,NC,GGU,EHZ,,2019-06-23T03:53:27.870,,negative,automatic,preliminary,P,156.0,1.552,45.0,-0.22,0.0,-0.78
quakeml:nc.anss.org/Arrival/NC/33545226,NC,GHC,EHZ,,2019-06-23T03:53:32.420,,negative,automatic,preliminary,P,152.0,1.878,45.0,-0.57,0.0,-0.47
quakeml:nc.anss.org/Arrival/NC/33545231,NC,GHGB,EHZ,01,2019-06-23T03:53:29.330,,positive,automatic,preliminary,P,134.0,1.619,45.0,-0.49,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545236,NC,GMR,EHZ,01,2019-06-23T03:53:24.690,,negative,automatic,preliminary,P,150.0,1.314,45.0,-0.83,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545241,NC,GPM,EHZ,03,2019-06-23T03:53:31.550,,negative,automatic,preliminary,P,143.0,,45.0,-0.13,0.0,-0.33
quakeml:nc.anss.org/Arrival/NC/33545246,NC,GRO,EHZ,,2019-06-23T03:53:25.690,,positive,automatic,preliminary,P,105.0,1.3,45.0,0.05,0.0,0.31
quakeml:nc.anss.org/Arrival/NC/33545251,NC,GRT,EHZ,01,2019-06-23T03:53:32.150,,negative,automatic,preliminary,P,136.0,1.838,45.0,-0.33,0.0,-0.42
quakeml:nc.anss.org/Arrival/NC/33545256,NC,GSN,EHZ,01,2019-06-23T03:53:28.770,,positive,automatic,preliminary,P,147.0,1.588,45.0,-0.25,0.0,-0.37
quakeml:nc.anss.org/Arrival/NC/33545261,NC,GTC,EHZ,,2019-06-23T03:53:21.210,,negative,automatic,preliminary,P,146.0,1.05,45.0,-0.18,0.0,-0.42
quakeml:nc.anss.org/Arrival/NC/33545266,NC,GVV,EHZ,,2019-06-23T03:53:26.200,,positive,automatic,preliminary,P,111.0,1.345,45.0,0.13,0.0,0.11
quakeml:nc.anss.org/Arrival/NC/33545271,NC,GWR,EHZ,01,2019-06-23T03:53:25.010,,negative,automatic,preliminary,P,144.0,1.321,45.0,-0.21,0.0,-0.4
quakeml:nc.anss.org/Arrival/NC/33545276,NC,HBH,EHZ,01,2019-06-23T03:54:03.590,,positive,automatic,preliminary,P,146.0,4.043,45.0,-0.37,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545281,NC,HCO,EHZ,02,2019-06-23T03:54:00.640,,negative,automatic,preliminary,P,148.0,3.949,45.0,-1.99,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545286,NC,HCRB,EHZ,01,2019-06-23T03:54:03.980,,positive,automatic,preliminary,P,146.0,3.944,45.0,1.43,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545291,NC,HER,EHZ,,2019-06-23T03:54:02.140,,negative,automatic,preliminary,P,148.0,4.026,45.0,-1.57,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545296,NC,HES,EHZ,01,2019-06-23T03:54:01.050,,negative,automatic,preliminary,P,148.0,3.967,45.0,-1.83,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545301,NC,HFE,EHZ,02,2019-06-23T03:54:02.170,,negative,automatic,preliminary,P,144.0,3.998,45.0,-1.15,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545306,NC,HFP,EHZ,,2019-06-23T03:54:03.300,,positive,automatic,preliminary,P,147.0,4.153,45.0,-2.2,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545311,NC,HGS,EHZ,02,2019-06-23T03:54:00.740,,negative,automatic,preliminary,P,144.0,3.885,45.0,-0.98,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545316,NC,HJG,EHZ,,2019-06-23T03:54:07.350,,positive,automatic,preliminary,P,147.0,4.081,45.0,2.87,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545321,NC,HJS,EHZ,,2019-06-23T03:54:11.690,,positive,automatic,preliminary,P,144.0,4.182,45.0,5.78,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545326,NC,HLP,EHZ,,2019-06-23T03:53:59.440,,negative,automatic,preliminary,P,146.0,3.85,45.0,-1.79,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545331,NC,HMOB,EHZ,,2019-06-23T03:54:04.320,,positive,automatic,preliminary,P,152.0,4.124,45.0,-0.76,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545336,NC,HPC,EHZ,,2019-06-23T03:54:02.210,,positive,automatic,preliminary,P,142.0,3.992,45.0,-1.03,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545341,NC,HSL,EHZ,02,2019-06-23T03:54:04.920,,negative,automatic,preliminary,P,141.0,4.115,45.0,-0.04,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545346,NC,HTU,EHZ,,2019-06-23T03:54:03.910,,positive,automatic,preliminary,P,148.0,4.028,45.0,0.17,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545351,NC,JAR,EHZ,,2019-06-23T03:53:57.400,,negative,automatic,preliminary,P,151.0,3.727,45.0,-2.09,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545356,NC,JBG,EHZ,,2019-06-23T03:53:54.660,,positive,automatic,preliminary,P,151.0,3.309,45.0,1.05,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545361,NC,JBMB,EHZ,,2019-06-23T03:53:53.320,,negative,automatic,preliminary,P,149.0,3.4,45.0,-1.57,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545366,NC,JCH,EHZ,,2019-06-23T03:53:49.620,,negative,automatic,preliminary,P,150.0,3.141,45.0,-1.62,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545371,NC,JCP,EHZ,,2019-06-23T03:53:48.980,,undecidable,automatic,preliminary,P,149.0,3.099,45.0,-1.67,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545376,NC,JFP,EHZ,,2019-06-23T03:53:52.600,,negative,automatic,preliminary,P,149.0,3.349,45.0,-1.58,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545381,NC,JGR,EHZ,,2019-06-23T03:53:50.760,,undecidable,automatic,preliminary,P,151.0,3.112,45.0,-0.08,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545386,NC,JJO,EHZ,,2019-06-23T03:53:55.610,,undecidable,automatic,preliminary,P,148.0,3.566,45.0,-1.63,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545391,NC,JMGB,EHZ,,2019-06-23T03:53:47.660,,undecidable,automatic,preliminary,P,151.0,2.999,45.0,-1.58,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545396,NC,JPR,EHZ,,2019-06-23T03:53:45.830,,negative,automatic,preliminary,P,149.0,2.86,45.0,-1.45,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545401,NC,JPSB,EHZ,,2019-06-23T03:53:53.620,,negative,automatic,preliminary,P,153.0,3.436,45.0,-1.77,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545406,NC,JSA,EHZ,,2019-06-23T03:53:48.670,,negative,automatic,preliminary,P,150.0,3.067,45.0,-1.54,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545411,NC,JSFB,EHZ,,2019-06-23T03:53:52.410,,undecidable,automatic,preliminary,P,149.0,3.317,45.0,-1.31,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545416,NC,JSJ,EHZ,,2019-06-23T03:53:53.960,,negative,automatic,preliminary,P,148.0,3.41,45.0,-1.08,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545421,NC,JSP,EHZ,,2019-06-23T03:53:48.250,,negative,automatic,preliminary,P,151.0,3.034,45.0,-1.48,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545426,NC,KBN,EHZ,,2019-06-23T03:53:20.630,,positive,automatic,preliminary,P,114.0,0.9313,45.0,0.08,0.0,0.41
quakeml:nc.anss.org/Arrival/NC/33545431,NC,KBO,HHZ,,2019-06-23T03:53:33.400,,undecidable,automatic,preliminary,P,1.0,1.93,45.0,-0.46,0.0,-0.33
quakeml:nc.anss.org/Arrival/NC/33545436,NC,KCO,EHZ,,2019-06-23T03:53:05.230,,negative,automatic,preliminary,P,134.0,0.03487,155.0,0.06,0.15,0.09
quakeml:nc.anss.org/Arrival/NC/33545441,NC,KCPB,HHZ,,2019-06-23T03:53:18.130,,negative,automatic,preliminary,P,136.0,0.8098,45.0,-0.21,0.03,-0.09
quakeml:nc.anss.org/Arrival/NC/33545446,NC,KCR,EHZ,02,2019-06-23T03:53:11.740,,positive,automatic,preliminary,P,68.0,0.3928,77.0,0.1,0.15,0.07
quakeml:nc.anss.org/Arrival/NC/33545451,NC,KCT,HHZ,,2019-06-23T03:53:07.970,,negative,automatic,preliminary,P,352.0,0.1963,99.0,0.07,0.15,0.18
quakeml:nc.anss.org/Arrival/NC/33545456,NC,KFP,EHZ,,2019-06-23T03:53:19.890,,negative,automatic,preliminary,P,133.0,0.9285,45.0,-0.05,0.0,-0.16
quakeml:nc.anss.org/Arrival/NC/33545461,NC,KHBB,HHZ,,2019-06-23T03:53:20.020,,positive,automatic,preliminary,P,64.0,0.9056,45.0,0.23,0.0,0.01
quakeml:nc.anss.org/Arrival/NC/33545466,NC,KHMB,HHZ,,2019-06-23T03:53:17.660,,positive,automatic,preliminary,P,35.0,0.7329,45.0,0.3,0.0,0.01
quakeml:nc.anss.org/Arrival/NC/33545471,NC,KIP,EHZ,,2019-06-23T03:53:18.080,,negative,automatic,preliminary,P,126.0,0.7852,45.0,-0.09,0.0,0.09
quakeml:nc.anss.org/Arrival/NC/33545476,NC,KKP,EHZ,,2019-06-23T03:53:16.860,,negative,automatic,preliminary,P,101.0,0.6489,46.0,0.15,0.02,0.53
quakeml:nc.anss.org/Arrival/NC/33545481,NC,KMPB,HHZ,,2019-06-23T03:53:07.530,,positive,automatic,preliminary,P,44.0,0.1919,100.0,-0.01,0.15,-0.09
quakeml:nc.anss.org/Arrival/NC/33545486,NC,KMR,HHZ,,2019-06-23T03:53:12.900,,positive,automatic,preliminary,P,99.0,0.4583,72.0,-0.09,0.15,0.18
quakeml:nc.anss.org/Arrival/NC/33545491,NC,KOM,EHZ,02,2019-06-23T03:53:23.860,,positive,automatic,preliminary,P,32.0,1.185,45.0,0.25,0.0,-0.1
quakeml:nc.anss.org/Arrival/NC/33545496,NC,KPP,EHZ,,2019-06-23T03:53:17.910,,positive,automatic,preliminary,P,84.0,0.7179,45.0,0.4,0.0,0.37
quakeml:nc.anss.org/Arrival/NC/33545501,NC,KRMB,HHZ,,2019-06-23T03:53:24.910,,positive,automatic,preliminary,P,13.0,1.275,45.0,0.31,0.0,-0.38
quakeml:nc.anss.org/Arrival/NC/33545506,NC,KRP,HHZ,,2019-06-23T03:53:19.730,,negative,automatic,preliminary,P,13.0,0.9,45.0,0.35,0.0,-0.32
quakeml:nc.anss.org/Arrival/NC/33545511,NC,KSXB,HHZ,,2019-06-23T03:53:29.180,,negative,automatic,preliminary,P,11.0,1.58,45.0,0.37,0.0,-0.46
quakeml:nc.anss.org/Arrival/NC/33545516,NC,LAMB,EHZ,,2019-06-23T03:53:33.570,,positive,automatic,preliminary,P,43.0,1.835,45.0,0.39,0.0,0.32
quakeml:nc.anss.org/Arrival/NC/33545521,NC,LBF,EHZ,,2019-06-23T03:53:38.250,,undecidable,automatic,preliminary,P,58.0,2.115,45.0,-0.1,0.0,1.55
quakeml:nc.anss.org/Arrival/NC/33545526,NC,LBK,EHZ,,2019-06-23T03:53:28.320,,positive,automatic,preliminary,P,56.0,1.477,45.0,0.44,0.0,0.06
quakeml:nc.anss.org/Arrival/NC/33545531,NC,LBR,HHZ,01,2019-06-23T03:53:37.150,,positive,automatic,preliminary,P,55.0,2.033,45.0,1.5,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545536,NC,LCM,EHZ,03,2019-06-23T03:53:37.440,,undecidable,automatic,preliminary,P,92.0,2.13,45.0,0.12,0.0,0.31
quakeml:nc.anss.org/Arrival/NC/33545541,NC,LCSB,EHZ,,2019-06-23T03:53:33.970,,positive,automatic,preliminary,P,51.0,1.836,45.0,0.47,0.0,0.62
quakeml:nc.anss.org/Arrival/NC/33545546,NC,LDB,EHZ,,2019-06-23T03:53:34.180,,positive,automatic,preliminary,P,84.0,1.925,45.0,0.05,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545551,NC,LDH,HHZ,,2019-06-23T03:53:36.860,,positive,automatic,preliminary,P,82.0,2.087,45.0,0.19,0.0,0.25
quakeml:nc.anss.org/Arrival/NC/33545556,NC,LDL,HHZ,01,2019-06-23T03:53:34.450,,undecidable,automatic,preliminary,P,53.0,1.876,45.0,1.01,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545561,NC,LGY,HHZ,01,2019-06-23T03:53:35.290,,positive,automatic,preliminary,P,55.0,1.917,45.0,1.28,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545566,NC,LHE,EHZ,02,2019-06-23T03:53:37.630,,positive,automatic,preliminary,P,48.0,2.064,45.0,0.22,0.0,1.32
quakeml:nc.anss.org/Arrival/NC/33545571,NC,LMC,HHZ,,2019-06-23T03:53:35.340,,positive,automatic,preliminary,P,58.0,1.927,45.0,0.24,0.0,0.94
quakeml:nc.anss.org/Arrival/NC/33545576,NC,LME,EHZ,02,2019-06-23T03:53:37.050,,positive,automatic,preliminary,P,82.0,2.098,45.0,-0.06,0.0,0.55
quakeml:nc.anss.org/Arrival/NC/33545581,NC,LMH,EHZ,,2019-06-23T03:53:41.650,,negative,automatic,preliminary,P,56.0,2.383,45.0,-0.16,0.0,1.23
quakeml:nc.anss.org/Arrival/NC/33545586,NC,LMI,EHZ,,2019-06-23T03:53:30.770,,positive,automatic,preliminary,P,81.0,1.657,45.0,0.35,0.0,0.06
quakeml:nc.anss.org/Arrival/NC/33545591,NC,LMP,EHZ,,2019-06-23T03:53:37.380,,positive,automatic,preliminary,P,52.0,2.023,45.0,0.31,0.0,1.56
quakeml:nc.anss.org/Arrival/NC/33545596,NC,LPG,EHZ,,2019-06-23T03:53:25.260,,positive,automatic,preliminary,P,95.0,1.241,45.0,0.42,0.0,0.34
quakeml:nc.anss.org/Arrival/NC/33545601,NC,LRB,EHZ,,2019-06-23T03:53:26.890,,negative,automatic,preliminary,P,95.0,1.34,45.0,0.3,0.0,0.7
quakeml:nc.anss.org/Arrival/NC/33545606,NC,LRD,EHZ,,2019-06-23T03:53:38.250,,positive,automatic,preliminary,P,84.0,2.173,45.0,-0.07,0.0,0.69
quakeml:nc.anss.org/Arrival/NC/33545611,NC,LRR,EHZ,,2019-06-23T03:53:36.280,,positive,automatic,preliminary,P,83.0,2.053,45.0,-0.09,0.0,0.44
quakeml:nc.anss.org/Arrival/NC/33545616,NC,LSF,EHZ,,2019-06-23T03:53:27.030,,positive,automatic,preliminary,P,73.0,1.405,45.0,-0.03,0.0,0.25
quakeml:nc.anss.org/Arrival/NC/33545621,NC,LSH,EHZ,03,2019-06-23T03:53:32.830,,positive,automatic,preliminary,P,72.0,1.796,45.0,0.17,0.0,0.35
quakeml:nc.anss.org/Arrival/NC/33545626,NC,LTC,EHZ,02,2019-06-23T03:53:31.010,,positive,automatic,preliminary,P,91.0,1.665,45.0,0.31,0.0,0.24
quakeml:nc.anss.org/Arrival/NC/33545631,NC,LTI,EHZ,,2019-06-23T03:53:40.510,,negative,automatic,preliminary,P,66.0,2.315,45.0,-0.25,0.0,1.15
quakeml:nc.anss.org/Arrival/NC/33545636,NC,LVR,EHZ,,2019-06-23T03:53:25.740,,positive,automatic,preliminary,P,100.0,1.269,45.0,0.46,0.0,0.38
quakeml:nc.anss.org/Arrival/NC/33545641,NC,LWH,EHZ,,2019-06-23T03:53:33.130,,positive,automatic,preliminary,P,77.0,1.829,45.0,0.28,0.0,0.08
quakeml:nc.anss.org/Arrival/NC/33545646,NC,MDY,HHZ,,2019-06-23T03:54:17.620,,negative,automatic,preliminary,P,120.0,4.882,45.0,1.82,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545651,NC,MHD,EHZ,,2019-06-23T03:54:13.350,,undecidable,automatic,preliminary,P,131.0,4.674,45.0,0.5,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545656,NC,MPR,EHZ,,2019-06-23T03:54:06.180,,negative,automatic,preliminary,P,125.0,4.152,45.0,0.67,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545661,NC,MYL,EHZ,,2019-06-23T03:54:05.940,,undecidable,automatic,preliminary,P,132.0,4.188,45.0,-0.06,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545666,NC,NAD,EHZ,01,2019-06-23T03:53:43.440,,negative,automatic,preliminary,P,134.0,2.562,45.0,-0.47,0.0,0.82
quakeml:nc.anss.org/Arrival/NC/33545671,NC,NBC,EHZ,01,2019-06-23T03:53:37.570,,undecidable,automatic,preliminary,P,149.0,,45.0,-1.04,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545676,NC,NCC,EHZ,,2019-06-23T03:53:43.390,,negative,automatic,preliminary,P,147.0,2.682,45.0,-1.39,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545681,NC,NCT,EHZ,,2019-06-23T03:53:43.510,,positive,automatic,preliminary,P,149.0,2.63,45.0,-0.53,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545686,NC,NEA,EHZ,,2019-06-23T03:53:37.300,,negative,automatic,preliminary,P,151.0,2.232,45.0,-1.15,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545691,NC,NFV,EHZ,,2019-06-23T03:53:35.760,,negative,automatic,preliminary,P,148.0,2.112,45.0,-1.0,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545696,NC,NHC,EHZ,,2019-06-23T03:53:42.250,,negative,automatic,preliminary,P,143.0,2.553,45.0,-0.72,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545701,NC,NHF,EHZ,,2019-06-23T03:53:42.450,,undecidable,automatic,preliminary,P,147.0,2.621,45.0,-1.47,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545706,NC,NLH,EHZ,,2019-06-23T03:53:44.870,,undecidable,automatic,preliminary,P,141.0,2.726,45.0,-0.58,0.0,0.04
quakeml:nc.anss.org/Arrival/NC/33545711,NC,NMB,EHZ,01,2019-06-23T03:53:40.550,,negative,automatic,preliminary,P,128.0,2.378,45.0,0.04,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545716,NC,NMI,EHZ,,2019-06-23T03:53:44.540,,negative,automatic,preliminary,P,143.0,2.713,45.0,-0.69,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545721,NC,NMK,EHZ,01,2019-06-23T03:53:44.230,,negative,automatic,preliminary,P,138.0,2.635,45.0,0.11,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545726,NC,NOLB,EHZ,,2019-06-23T03:53:39.460,,positive,automatic,preliminary,P,151.0,2.522,45.0,-2.56,0.0,-0.51
quakeml:nc.anss.org/Arrival/NC/33545731,NC,NPRB,EHZ,,2019-06-23T03:53:41.080,,negative,automatic,preliminary,P,156.0,2.489,45.0,-0.67,0.0,-0.31
quakeml:nc.anss.org/Arrival/NC/33545736,NC,NTAC,EHZ,,2019-06-23T03:53:44.320,,positive,automatic,preliminary,P,150.0,2.701,45.0,-0.73,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545741,NC,NTR,EHZ,,2019-06-23T03:53:38.860,,negative,automatic,preliminary,P,149.0,2.347,45.0,-1.21,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545746,NC,OCR,EHZ,,2019-06-23T03:53:34.950,,positive,automatic,preliminary,P,101.0,1.997,45.0,0.27,0.0,-0.46
quakeml:nc.anss.org/Arrival/NC/33545751,NC,OGO,EHZ,,2019-06-23T03:53:36.590,,negative,automatic,preliminary,P,106.0,2.157,45.0,-0.08,0.0,-0.72
quakeml:nc.anss.org/Arrival/NC/33545756,NC,OSU,EHZ,,2019-06-23T03:53:36.260,,positive,automatic,preliminary,P,117.0,2.138,45.0,-0.28,0.0,-0.58
quakeml:nc.anss.org/Arrival/NC/33545761,NC,PBC,EHZ,01,2019-06-23T03:54:13.680,,positive,automatic,preliminary,P,145.0,4.749,45.0,-0.22,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545766,NC,PCC,EHZ,,2019-06-23T03:54:13.260,,negative,automatic,preliminary,P,148.0,4.859,45.0,-2.18,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545771,NC,PPT,EHZ,,2019-06-23T03:54:17.490,,positive,automatic,preliminary,P,144.0,5.027,45.0,-0.33,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545776,NN,BEK,HHZ,,2019-06-23T03:53:50.820,,positive,automatic,preliminary,P,96.0,3.05,45.0,0.83,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545781,NN,DON,EHZ,,2019-06-23T03:53:53.080,,negative,automatic,preliminary,P,105.0,3.201,45.0,0.97,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545786,NN,LHV,HHZ,,2019-06-23T03:54:17.340,,negative,automatic,preliminary,P,112.0,4.932,45.0,0.82,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545791,NN,PAH,HHZ,,2019-06-23T03:54:01.000,,positive,automatic,preliminary,P,97.0,3.816,45.0,0.19,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545796,NN,PEA,EHZ,,2019-06-23T03:53:55.980,,positive,automatic,preliminary,P,100.0,3.401,45.0,1.04,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545801,NN,PNT,HHZ,,2019-06-23T03:54:01.780,,negative,automatic,preliminary,P,106.0,3.816,45.0,1.0,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545806,NN,WAK,HHZ,,2019-06-23T03:54:06.800,,negative,automatic,preliminary,P,113.0,4.162,45.0,1.13,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545811,NP,DIX,HHZ,01,2019-06-23T03:53:45.530,,negative,automatic,preliminary,P,134.0,2.691,45.0,0.61,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545816,PB,B035,EHZ,,2019-06-23T03:53:40.010,,negative,automatic,preliminary,P,16.0,2.324,45.0,0.18,0.0,0.09
quakeml:nc.anss.org/Arrival/NC/33545821,PB,B036,EHZ,,2019-06-23T03:53:40.050,,negative,automatic,preliminary,P,16.0,2.327,45.0,0.03,0.0,-0.47
quakeml:nc.anss.org/Arrival/NC/33545826,PB,B039,EHZ,,2019-06-23T03:53:33.100,,positive,automatic,preliminary,P,48.0,1.815,45.0,0.54,0.0,-0.01
quakeml:nc.anss.org/Arrival/NC/33545831,PB,B040,EHZ,,2019-06-23T03:53:37.520,,positive,automatic,preliminary,P,42.0,2.101,45.0,0.26,0.0,0.54
quakeml:nc.anss.org/Arrival/NC/33545836,PB,B045,EHZ,,2019-06-23T03:53:09.180,,positive,automatic,preliminary,P,56.0,0.2776,89.0,-0.06,0.15,-0.07
quakeml:nc.anss.org/Arrival/NC/33545841,PB,B047,EHZ,,2019-06-23T03:53:06.010,,negative,automatic,preliminary,P,107.0,0.102,122.0,0.11,0.15,-0.07
quakeml:nc.anss.org/Arrival/NC/33545846,PB,B049,EHZ,,2019-06-23T03:53:11.020,,positive,automatic,preliminary,P,96.0,0.3689,79.0,-0.03,0.15,-0.06
quakeml:nc.anss.org/Arrival/NC/33545851,PB,B057,EHZ,,2019-06-23T03:53:42.310,,negative,automatic,preliminary,P,148.0,2.623,45.0,-1.65,0.0,0.0
quakeml:nc.anss.org/Arrival/NC/33545856,PB,B932,EHZ,,2019-06-23T03:53:05.180,,negative,automatic,preliminary,P,87.0,0.05935,134.0,-0.11,0.15,-0.21
quakeml:nc.anss.org/Arrival/NC/33545861,PB,B933,EHZ,,2019-06-23T03:53:10.080,,negative,automatic,preliminary,P,132.0,0.3355,83.0,0.02,0.15,-0.04
quakeml:nc.anss.org/Arrival/NC/33545866,PB,B934,EHZ,,2019-06-23T03:53:15.620,,negative,automatic,preliminary,P,132.0,0.6382,57.0,-0.05,0.12,0.08
quakeml:nc.anss.org/Arrival/NC/33545871,PB,B935,EHZ,,2019-06-23T03:53:15.640,,positive,automatic,preliminary,P,70.0,0.588,61.0,0.37,0.0,0.08
